,RT_SubSet,Concert,Last_RT_created_at,tweet,Last_RT_id,Last_RT_url,OriTwt_id,language,LastRT_user_followers_count,Last_RT_user_friends_count,Last_RT_user_statuses_count,Last_RT_user_favorites_count,Ori_Twt_user_friends_count,Ori_Twt_user_statuses_count,Ori_Twt_user_followers_count,Last_RT_retweet_count,Last_RT_favorite_count,Last_RT_reply_count,Shout,Tweet Length,Tweet link/media,Affection,Intensifiers,Self,Members,recording,Stills,Production,Music,Commentary,Army,Anticipation,Fanwork,Information,Stream,Spam,Commercial,Hashtag,@BTS_twt
13,Top200RTd,PTD_ON1,2021-10-24 12:44:45+00:00,closed . https://t.co/0OnrXm5xMS,1452254735608815618,https://twitter.com/anyuser/status/1452254735608815618,1452219267475255296,en,542,1111,94013,235980,639,57857,244023,15042,40718,153,False,50,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
14,Top200RTd,PTD_ON1,2021-10-24 12:58:53+00:00,SCREAM https://t.co/hkZHHSmf5B,1452258295528439808,https://twitter.com/anyuser/status/1452258295528439808,1452218470142201856,en,381,688,45297,157312,2502,58154,21942,14889,44016,161,False,44,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
15,Top200RTd,PTD_ON1,2021-10-24 12:58:04+00:00,"Taehyung said 

I'm really fine so don't worry 
and just enjoy the show tonight 

@BTS_twt #PTD_ON_STAGE https://t.co/MPEgN1Q0u9",1452258088527011840,https://twitter.com/anyuser/status/1452258088527011840,1452211819913703424,en,27,68,4081,28797,296,35320,1617890,14620,44172,186,False,143,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True
16,Top200RTd,PTD_ON1,2021-10-24 12:47:50+00:00,now that’s a FACE https://t.co/U5UoY8U02w,1452255511416553498,https://twitter.com/anyuser/status/1452255511416553498,1452223803656966144,en,402,765,155057,3512,62,9927,148093,14493,32815,74,False,55,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
17,Top200RTd,PTD_ON1,2021-10-24 12:50:45+00:00,iam not your strongest soilder https://t.co/KwXo6VXeU2,1452256246703218703,https://twitter.com/anyuser/status/1452256246703218703,1452212114823827456,en,3138,4997,37296,26774,61,4497,72632,14283,33150,41,False,69,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
18,Top200RTd,PTD_ON1,2021-10-24 12:58:08+00:00,As j-hope and Taehyung said there was no solo songs in this concert so it might be very hard for them physically to do all the performances. I really respect them. @BTS_twt,1452258105241358337,https://twitter.com/anyuser/status/1452258105241358337,1452242024522936320,en,8,249,1167,4494,296,35320,1617892,13813,43414,121,False,187,False,True,False,True,True,False,False,True,True,True,False,False,False,True,False,False,False,False,True
19,Top200RTd,PTD_ON1,2021-10-24 12:51:26+00:00,"cool shade, stunner https://t.co/ZCLYd6Q79t",1452256418845888522,https://twitter.com/anyuser/status/1452256418845888522,1452226142887456768,en,578,504,80424,113587,93,3129,20621,13166,28624,60,False,59,True,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False
20,Top200RTd,PTD_ON1,2021-10-24 12:59:37+00:00,"PERMISSION TO DANCE ON STAGE (1)
#BTS #방탄소년단 @BTS_twt https://t.co/oSqvzb3OqC",1452258476244103170,https://twitter.com/anyuser/status/1452258476244103170,1452246747355525120,en,148,4137,9212,28523,537,2419,266797,12752,27833,50,False,93,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True
21,Top200RTd,PTD_ON1,2021-10-24 12:56:33+00:00,📸 kim taehyung looks like an angel https://t.co/zOL1aF3j0K,1452257707872989196,https://twitter.com/anyuser/status/1452257707872989196,1452237756495798272,tl,71,305,4336,24522,336,30216,553793,12013,29734,78,False,74,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
22,Top200RTd,PTD_ON1,2021-10-24 12:57:51+00:00,this look https://t.co/9qemC2IwZX,1452258031870304262,https://twitter.com/anyuser/status/1452258031870304262,1452220932668497920,en,2205,902,150038,305866,22,15874,1243637,11675,31396,45,False,49,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
23,Top200RTd,PTD_ON1,2021-10-24 12:58:13+00:00,SEOKJIN LOOKS SO GOOD https://t.co/Pe20X0qNM4,1452258127596990464,https://twitter.com/anyuser/status/1452258127596990464,1452218060866297856,in,114,664,53286,46136,49,15615,566601,11600,25558,30,False,62,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
24,Top200RTd,PTD_ON1,2021-10-24 12:41:01+00:00,KDJKSLSLDNXKSLSLS https://t.co/gplgzJpdKA,1452253799305912326,https://twitter.com/anyuser/status/1452253799305912326,1452221452095270912,lv,27604,1452,54399,12542,295,133869,4513,11499,39537,147,False,56,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False
25,Top200RTd,PTD_ON1,2021-10-24 12:46:25+00:00,JUNGKOOK IN THIS FIT https://t.co/mmnMGc1TO4,1452255154678517764,https://twitter.com/anyuser/status/1452255154678517764,1452218272288583680,en,116,544,47330,125380,63,8907,177273,11388,33167,43,False,62,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
26,Top200RTd,PTD_ON1,2021-10-24 12:44:55+00:00,PARK JIMIN IS THE NAME. https://t.co/v1XAfzVtMV,1452254777736368131,https://twitter.com/anyuser/status/1452254777736368131,1452217679096401920,en,282,1279,53203,29139,47,37908,193837,11232,24681,51,False,62,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
27,Top200RTd,PTD_ON1,2021-10-24 12:59:13+00:00,https://t.co/MbdroKdR96,1452258378558881797,https://twitter.com/anyuser/status/1452258378558881797,1452219213616136192,und,3117,1702,69875,120194,117,59309,24360,11044,31027,57,False,39,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
28,Top200RTd,PTD_ON1,2021-10-24 12:51:50+00:00,THE DANCE BREAK IN THE TRANSITION FROM DYNAMITE TO BUTTER?!?? AAAAAA https://t.co/PCAbFupaGH,1452256520788398082,https://twitter.com/anyuser/status/1452256520788398082,1452224874332688384,en,1184,963,15760,70318,913,58523,138425,11014,21609,51,False,110,True,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
29,Top200RTd,PTD_ON1,2021-10-24 12:54:23+00:00,https://t.co/Nu20AxNA1Y,1452257162600886282,https://twitter.com/anyuser/status/1452257162600886282,1452219820397715456,und,114,664,53278,46134,40,3114,377891,10982,24221,38,False,42,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
30,Top200RTd,PTD_ON1,2021-10-24 12:52:08+00:00,JUNGKOOK OMG https://t.co/AkVa1jcHOQ,1452256594406871046,https://twitter.com/anyuser/status/1452256594406871046,1452216146980130816,en,695,2213,73848,102747,39,4544,288725,10616,29574,37,False,53,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
31,Top200RTd,PTD_ON1,2021-10-24 12:53:01+00:00,HOLY- https://t.co/kC2moazI2B,1452256816923086849,https://twitter.com/anyuser/status/1452256816923086849,1452222102489141248,en,146,582,28065,59542,49,1293,18163,10526,30465,123,False,47,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
32,Top200RTd,PTD_ON1,2021-10-24 12:57:37+00:00,seokjin and jungkook standing on stage while the other members pretend to be armys in the crowd :( https://t.co/FdqIHVzQsl,1452257974827814926,https://twitter.com/anyuser/status/1452257974827814926,1452231245434347520,en,323,3604,33361,180956,14480,86591,125435,10508,25921,59,False,138,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False
33,Top200RTd,PTD_ON1,2021-10-24 12:58:12+00:00,JUNGKOOK ????? https://t.co/WQ0rYqizcO,1452258120126898179,https://twitter.com/anyuser/status/1452258120126898179,1452213297978253312,in,174,957,6919,15803,65,38745,356682,10471,30363,39,False,56,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
34,Top200RTd,PTD_ON1,2021-10-24 12:46:04+00:00,EXCUSE ME JUNGKOOK WHAT IS THAT https://t.co/yC9zLaN7ix,1452255067738890247,https://twitter.com/anyuser/status/1452255067738890247,1452218920673452032,en,414,1566,106125,28162,40,15143,144769,10284,32270,123,False,71,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
35,Top200RTd,PTD_ON1,2021-10-24 12:28:32+00:00,다이너마이트에서 버터로 이어지는 댄브 ‼️‼️‼️ https://t.co/8dENQG2PK7,1452250653712162822,https://twitter.com/anyuser/status/1452250653712162822,1452224749862408192,ko,261,686,29395,13750,171,15127,121988,10181,19542,0,False,69,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False
36,Top200RTd,PTD_ON1,2021-10-24 12:58:07+00:00,so cute https://t.co/gfsc6GF9ev,1452258102246469636,https://twitter.com/anyuser/status/1452258102246469636,1452221348797841408,en,2,22,46,83,296,35320,1617922,10127,37618,92,False,46,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
37,Top200RTd,PTD_ON1,2021-10-24 12:54:54+00:00,SEOKJIN SO PRETTY 🥺 https://t.co/ugGafgcoon,1452257291810508801,https://twitter.com/anyuser/status/1452257291810508801,1452222495914926080,in,71,305,4327,24512,49,15614,566579,9979,20388,31,False,61,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
38,Top200RTd,PTD_ON1,2021-10-24 12:14:49+00:00,https://t.co/ayJ6KkjnDK,1452247202496225282,https://twitter.com/anyuser/status/1452247202496225282,1452222371729969152,und,2837,3075,236400,351227,1,389,41354,9892,18039,53,False,39,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
39,Top200RTd,PTD_ON1,2021-10-24 12:58:09+00:00,LA concert will be online streaming!!!! (not the same day tho) @bts_twt https://t.co/CIycE8WcW9,1452258108273745933,https://twitter.com/anyuser/status/1452258108273745933,1452243715221647360,en,0,10,1570,12445,296,35320,1617890,9854,33604,351,False,110,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False
40,Top200RTd,PTD_ON1,2021-10-24 12:43:51+00:00,DANCE KING JIMIN https://t.co/2NWlNVN1zM,1452254510982762496,https://twitter.com/anyuser/status/1452254510982762496,1452224316293136384,en,415,788,111852,175778,51,12003,1898419,9793,21721,89,False,59,True,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False
41,Top200RTd,PTD_ON1,2021-10-24 12:57:12+00:00,I have no words anymore Jung Hoseok…. https://t.co/KJNYRoIX2w,1452257870280630278,https://twitter.com/anyuser/status/1452257870280630278,1452209770539126784,en,7,20,775,738,107,993,18177,9762,21138,83,False,80,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
42,Top200RTd,PTD_ON1,2021-10-24 12:59:25+00:00,this was supposed to be cute but those outfits…. https://t.co/C6ONsB0mnH,1452258427179315209,https://twitter.com/anyuser/status/1452258427179315209,1452217332303077376,en,63,1030,23344,67273,19066,60062,128124,9738,29222,46,False,87,True,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
43,Top200RTd,PTD_ON1,2021-10-24 12:58:53+00:00,new born meme https://t.co/fDaUAzoGFx,1452258292726525952,https://twitter.com/anyuser/status/1452258292726525952,1452232223097245696,en,302,581,13045,16688,2093,8236,132705,9515,28792,67,False,54,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
44,Top200RTd,PTD_ON1,2021-10-24 12:34:58+00:00,TAEHYUNG IN THIS ANGLE 😭 https://t.co/AHuIYrCVjT,1452252275313938437,https://twitter.com/anyuser/status/1452252275313938437,1452229947427262464,tl,1495,2567,28133,44438,40,3111,377804,9273,21204,28,False,68,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
45,Top200RTd,PTD_ON1,2021-10-24 12:13:31+00:00,JUNGKOOK?_6_!$? https://t.co/YQIDRUXnUW,1452246874786836489,https://twitter.com/anyuser/status/1452246874786836489,1452217773149536256,in,73,327,149706,34133,81,5014,171051,9251,20881,24,False,56,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
46,Top200RTd,PTD_ON1,2021-10-24 12:51:19+00:00,SEOKJIN GOT A RIBBON https://t.co/kLSJcWRsfk,1452256387824701441,https://twitter.com/anyuser/status/1452256387824701441,1452236398900174848,in,67,3200,13812,23032,49,15614,566570,9027,20640,38,False,61,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
47,Top200RTd,PTD_ON1,2021-10-24 12:44:10+00:00,아 눈물나😭😭😭 https://t.co/Wyjxu6jO6f,1452254590229827585,https://twitter.com/anyuser/status/1452254590229827585,1452215551502159872,ko,22,143,48321,27405,233,42362,268198,9011,20663,187,False,50,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
48,Top200RTd,PTD_ON1,2021-10-24 12:57:08+00:00,omg look at kim taehyung https://t.co/Ite9fywMCp,1452257854732345348,https://twitter.com/anyuser/status/1452257854732345348,1452237035947925504,tl,7,20,774,738,336,30217,553792,8934,24709,46,False,63,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
49,Top200RTd,PTD_ON1,2021-10-24 12:58:01+00:00,Flawless Jungkook. https://t.co/5bvUVRwj7F,1452258073859563522,https://twitter.com/anyuser/status/1452258073859563522,1452227811079593984,en,701,2807,45855,169094,135,30935,1825462,8795,28671,85,False,57,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50,Top200RTd,PTD_ON1,2021-10-24 12:57:11+00:00,The coolest https://t.co/Se0ia60Pi9,1452257866568585222,https://twitter.com/anyuser/status/1452257866568585222,1452225609007046656,en,2205,902,150035,305858,81,5019,171224,8781,22277,38,False,52,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
51,Top200RTd,PTD_ON1,2021-10-24 12:30:02+00:00,"JUNGKOOK CROP TOP

 https://t.co/0mDafY2ug8",1452251034194255876,https://twitter.com/anyuser/status/1452251034194255876,1452216882270965760,en,798,940,82051,169567,135,30933,1825221,8723,21674,82,False,58,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
52,Top200RTd,PTD_ON1,2021-10-24 12:41:40+00:00,"#PTD_ON_Stage Setlist (@BTS_twt)

ON
FIRE
Dope
DNA
Blue &amp; Grey
Black Swan
Blood Sweat &amp; Tears
Fake Love
Life Goes On
Boy With Luv
Dynamite
Dance Break
Butter
Airplane pt.2
Baepsae
Dis-ease
Telepathy
Stay
So What
I Need U
Save Me
IDOL
Young Forever
Spring Day
Permission to Dance https://t.co/BzdMsik1BJ",1452253959406579713,https://twitter.com/anyuser/status/1452253959406579713,1452242005699010560,en,550,913,101623,115045,203,27949,1141895,8641,21920,131,False,324,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,True
53,Top200RTd,PTD_ON1,2021-10-24 12:47:59+00:00,AAAAAAAAAAAAA https://t.co/Ym4nla7cEf,1452255550712922120,https://twitter.com/anyuser/status/1452255550712922120,1452216952357900288,und,182,295,102405,114023,298,3915,18081,8626,23645,68,False,54,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
54,Top200RTd,PTD_ON1,2021-10-24 12:45:10+00:00,OMG KIM TAEHYUNG WHAT https://t.co/YHiotewUrp,1452254843456798728,https://twitter.com/anyuser/status/1452254843456798728,1452227118792912896,en,219,243,223280,244041,336,30209,553429,8583,26537,79,False,60,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
55,Top200RTd,PTD_ON1,2021-10-24 12:59:59+00:00,🐰 ♡ 🐿️ https://t.co/1vmAHKbBkc,1452258571161243651,https://twitter.com/anyuser/status/1452258571161243651,1452222552005390336,und,373,830,30408,128297,4281,509,8181,8577,25201,46,False,49,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
56,Top200RTd,PTD_ON1,2021-10-24 12:56:54+00:00,https://t.co/yz1ZGkhfY9,1452257792400711682,https://twitter.com/anyuser/status/1452257792400711682,1452223486768865280,und,630,1106,55427,111747,35,3426,134974,8444,26998,55,False,42,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
